Date,Open,High,Low,Close,Volume,OpenInterest,Entry,5 day sma,200 day sma,rsi,macd,signal,histogram
2020-03-30,36.35,36.355,36.35,36.35,311,0.0,,,,,,,
2020-03-31,36.34,36.35,36.33,36.335,720,0.0,,,,,,,
2020-04-01,36.34,36.34,36.33,36.33,307,0.0,,,,,,,
2020-04-02,36.33,36.33,36.33,36.33,207,0.0,,,,,,,
2020-04-03,36.34,36.34,36.33,36.33,452,0.0,,36.335,,,,,
2020-04-04,36.32,36.33,36.32,36.33,1306,0.0,,36.331,,,,,
2020-04-05,36.35,36.375,36.35,36.37,939,0.0,,36.338,,,,,
2020-04-06,36.38,36.395,36.36,36.365,1435,0.0,,36.345000000000006,,,,,
2020-04-07,36.37,36.5,36.37,36.49,13223,0.0,,36.37700000000001,,,,,
2020-04-08,36.49,36.51,36.48,36.48,2921,0.0,,36.407000000000004,,,,,
2020-04-09,36.51,36.54,36.51,36.53,612,0.0,,36.447,,,,,
2020-04-10,36.52,36.53,36.51,36.52,1750,0.0,,36.477000000000004,,,,,
2020-04-11,36.53,36.53,36.52,36.52,1598,0.0,,36.508,,,,,
2020-04-12,36.54,36.56,36.53,36.555,3588,0.0,,36.521,,,,,
2020-04-13,36.55,36.56,36.55,36.56,210,0.0,,36.537000000000006,,84.99999999999964,,,
2020-04-14,36.575,36.575,36.575,36.575,159,0.0,,36.54600000000001,,85.76642335766391,,,
2020-04-15,36.575,36.575,36.56,36.56,815,0.0,,36.55400000000001,,81.29324108568348,,,
2020-04-16,36.55,36.55,36.52,36.52,931,0.0,,36.55400000000001,,70.70332435287277,,,
2020-04-17,36.53,36.53,36.52,36.52,607,0.0,,36.54700000000001,,70.70332435287277,,,
2020-04-18,36.535,36.535,36.48,36.5,4863,0.0,,36.53500000000001,,65.73750736283992,,,
2020-04-19,36.495,36.53,36.495,36.525,6635,0.0,,36.52500000000001,,68.69708884264101,,,
2020-04-20,36.535,36.545,36.535,36.54,1959,0.0,,36.52100000000001,,70.35188450305131,,,
2020-04-21,36.52,36.52,36.52,36.52,408,0.0,,36.52100000000001,,65.38843075134696,,,
2020-04-22,36.51,36.54,36.505,36.53,1212,0.0,,36.52300000000001,,66.65518183778117,,,
2020-04-23,36.535,36.535,36.49,36.52,2944,0.0,,36.52700000000001,,64.12763113622798,,,
2020-04-24,36.52,36.535,36.515,36.53,1019,0.0,,36.528000000000006,,65.53506534088854,0.04561487469751313,,
2020-04-25,36.54,36.565,36.54,36.565,1141,0.0,,36.53300000000001,,69.97524234415832,0.04612952689176808,,
2020-04-26,36.57,36.61,36.57,36.595,1307,0.0,,36.54800000000001,,73.16634351458612,0.048400214201883784,,
2020-04-27,36.6,36.62,36.59,36.62,1164,0.0,,36.56600000000001,,75.50291419723928,0.05162197532288815,,
2020-04-28,36.62,36.63,36.62,36.63,734,0.0,,36.58800000000001,,76.38857208374307,0.05435558332000312,,
2020-04-29,36.605,36.615,36.605,36.61,720,0.0,,36.604,,70.8699768581386,0.05428242054485821,,
2020-04-30,36.61,36.63,36.605,36.62,886,0.0,,36.615,,71.96071807367046,0.054404216996871924,,
2020-05-01,36.61,36.61,36.61,36.61,441,0.0,,36.618,,69.17143640882114,0.053081929692929464,,
2020-05-02,36.59,36.6,36.575,36.58,449,0.0,,36.61,,61.473240976595974,0.04904786494262936,0.050770956290149466,-0.001723091347520106
2020-05-03,36.56,36.56,36.53,36.53,1141,0.0,,36.59,,51.23820295141755,0.041339718885353705,0.04888470880919032,-0.007544989923836613
2020-05-04,36.54,36.67,36.53,36.67,5816,0.0,,36.602,,67.53647942792486,0.04599755637455161,0.04830727832226258,-0.002309721947710973
2020-05-05,36.695,36.75,36.69,36.75,1301,0.0,,36.628,,73.07468852634823,0.055504436955835956,0.04974671004897726,0.005757726906858697
