Date,Open,High,Low,Close,Volume,OpenInterest,Entry,5 day sma,200 day sma,rsi,macd,signal,histogram
2020-03-31,89.03,89.03,89.03,89.03,200,0.0,,,,,,,
2020-04-01,88.99,88.99,88.96,88.96,200,0.0,,,,,,,
2020-04-02,88.92,88.92,88.92,88.92,100,0.0,,,,,,,
2020-04-03,88.93,88.93,88.93,88.93,107,0.0,,,,,,,
2020-04-04,89.21,89.21,89.21,89.21,270,0.0,,89.01,,,,,
2020-04-05,89.24,89.24,89.24,89.24,100,0.0,,89.05199999999999,,,,,
2020-04-06,89.3,89.3,89.3,89.3,200,0.0,,89.11999999999999,,,,,
2020-04-07,89.23,89.23,89.23,89.23,100,0.0,,89.18199999999999,,,,,
2020-04-08,88.92,88.92,88.92,88.92,202,0.0,,89.17999999999998,,,,,
2020-04-09,88.94,88.94,88.94,88.94,189,0.0,,89.12599999999999,,,,,
2020-04-10,88.99,88.99,88.99,88.99,108,0.0,,89.07599999999998,,,,,
2020-04-11,88.975,88.975,88.975,88.975,100,0.0,,89.01099999999998,,,,,
2020-04-12,88.84,88.84,88.84,88.84,100,0.0,,88.93299999999996,,,,,
2020-04-13,88.84,88.84,88.84,88.84,201,0.0,,88.91699999999997,,,,,
2020-04-14,88.79,88.79,88.79,88.79,100,0.0,,88.88699999999997,,39.47368421052627,,,
2020-04-15,88.8,88.8,88.8,88.8,100,0.0,,88.84899999999998,,40.04010695187113,,,
2020-04-16,88.64,88.64,88.64,88.64,155,0.0,,88.78199999999997,,34.48016294721876,,,
2020-04-17,88.63,88.63,88.63,88.63,100,0.0,,88.73999999999997,,34.16088494141718,,,
2020-04-18,88.625,88.625,88.625,88.625,200,0.0,,88.69699999999996,,33.99140298421055,,,
2020-04-19,88.57,88.57,88.57,88.57,155,0.0,,88.65299999999996,,32.10454897227319,,,
2020-04-20,88.52,88.52,88.52,88.52,100,0.0,,88.59699999999997,,30.44975109749619,,,
2020-04-21,88.49,88.49,88.485,88.485,200,0.0,,88.56599999999996,,29.310841148838392,,,
2020-04-22,88.43,88.43,88.43,88.43,200,0.0,,88.52599999999995,,27.56598932472012,,,
2020-04-23,88.37,88.37,88.37,88.37,104,0.0,,88.47499999999995,,25.764137311410934,,,
2020-04-24,88.335,88.34,88.335,88.34,200,0.0,,88.42899999999996,,24.888159696393174,,,
2020-04-25,88.35,88.35,88.35,88.35,110,0.0,,88.39499999999995,,25.793852088112658,-0.2653098170342645,,
2020-04-26,88.46,88.46,88.46,88.46,100,0.0,,88.38999999999996,,35.06864368751829,-0.25184554099699596,,
2020-04-27,88.52,88.52,88.52,88.52,100,0.0,,88.40799999999996,,39.509766488195865,-0.23364024733818667,,
2020-04-28,88.555,88.555,88.555,88.555,102,0.0,,88.44499999999996,,42.00180231955327,-0.21392225091219075,,
2020-04-29,88.51,88.51,88.51,88.51,153,0.0,,88.47899999999996,,39.73520864701558,-0.1996255613942708,,
2020-04-30,88.44,88.44,88.44,88.44,102,0.0,,88.49699999999996,,36.4408946902687,-0.19173356178457368,,
2020-05-01,88.44,88.48,88.44,88.48,300,0.0,,88.50099999999996,,39.526235390574115,-0.18017449016119258,,
2020-05-02,88.45,88.45,88.45,88.45,110,0.0,,88.48699999999997,,38.034971853819144,-0.1714581293148285,,
2020-05-03,88.565,88.565,88.52,88.52,257,0.0,,88.47999999999996,,43.400844559814544,-0.15709108729198817,-0.20720007624761017,0.05010898895562199
2020-05-04,88.465,88.465,88.465,88.465,120,0.0,,88.47099999999996,,40.43784840984662,-0.14843211035341142,-0.19544648306877044,0.04701437271535902
2020-05-05,88.44,88.44,88.44,88.44,201,0.0,,88.47099999999998,,39.13015342059473,-0.14195077958554236,-0.18474734237212484,0.042796562786582476
2020-05-06,88.405,88.405,88.405,88.405,106,0.0,,88.45599999999997,,37.311005190334086,-0.13804716397440586,-0.17540730669258106,0.0373601427181752
2020-05-07,88.59,88.59,88.59,88.59,116,0.0,,88.48399999999998,,50.429122536923096,-0.1186577538634026,-0.1640573961267454,0.04539964226334278
2020-05-08,88.52,88.52,88.52,88.52,240,0.0,,88.484,,46.4669333209775,-0.10769844105435311,-0.15278560511226694,0.045087164057913826
2020-05-09,88.48,88.48,88.48,88.48,110,0.0,,88.487,,44.323855389933115,-0.10107563539420994,-0.14244361116865556,0.04136797577444562
2020-05-10,88.78,88.78,88.78,88.78,100,0.0,,88.55499999999998,,59.43484835440672,-0.07080334451639203,-0.12811555783820286,0.05731221332181083
2020-05-11,88.68,88.68,88.68,88.68,100,0.0,,88.60999999999999,,54.15827366088676,-0.05425606995950716,-0.11334366026246373,0.05908759030295657
2020-05-12,88.64,88.64,88.64,88.64,100,0.0,,88.61999999999998,,52.1633730094266,-0.04386426146098188,-0.09944778050216736,0.055583519041185483
2020-05-13,88.64,88.64,88.64,88.64,124,0.0,,88.64399999999998,,52.1633730094266,-0.035222653532386516,-0.0866027551082112,0.05138010157582468
2020-05-14,88.56,88.56,88.51,88.51,401,0.0,,88.64999999999998,,45.80402193331005,-0.03842113559936422,-0.07696643120644181,0.03854529560707759
2020-05-15,88.27,88.27,88.27,88.27,100,0.0,,88.54799999999997,,36.867916184306104,-0.059634520288881276,-0.07350004902292971,0.013865528734048435
2020-05-16,88.2,88.2,88.2,88.2,100,0.0,,88.45199999999998,,34.73911585706736,-0.08115914338991104,-0.07503186789632599,-0.006127275493585049
2020-05-17,88.19,88.19,88.19,88.19,208,0.0,,88.362,,34.43323604135597,-0.09789599461277021,-0.07960469323961483,-0.018291301373155378
2020-05-18,88.2,88.2,88.2,88.2,129,0.0,,88.274,,35.049124058747466,-0.10909556756955396,-0.08550286810560266,-0.023592699463951303
2020-05-19,88.085,88.085,88.085,88.085,107,0.0,,88.18900000000001,,31.39667485928868,-0.12580069660899085,-0.0935624338062803,-0.03223826280271054
2020-05-20,88.07,88.07,88.07,88.07,101,0.0,,88.14900000000003,,30.94371720696782,-0.13865171569561596,-0.10258029018414744,-0.036071425511468524
2020-05-21,88.07,88.07,88.07,88.07,200,0.0,,88.12300000000002,,30.94371720696782,-0.14714010141082667,-0.11149225242948328,-0.03564784898134339
