Date,Open,High,Low,Close,Volume,OpenInterest,5 day sma,200 day sma,rsi,macd,signal,histogram
2019-10-10,64.68,65.7,64.6,65.55,1879402,0.0,,,,,,
2019-10-11,66.36,67.0,65.69,65.88,2549467,0.0,,,,,,
2019-10-14,66.01,66.87,65.98,66.51,1851538,0.0,,,,,,
2019-10-15,66.77,67.7,66.4792,67.65,2512170,0.0,,,,,,
2019-10-16,66.19,67.37,66.14,66.82,1873461,0.0,66.482,,,,,
2019-10-17,67.27,67.77,65.91,66.0,2298771,0.0,66.572,,,,,
2019-10-18,65.67,66.59,64.88,65.61,3570338,0.0,66.518,,,,,
2019-10-21,66.1,66.87,65.8,66.67,1374594,0.0,66.55000000000001,,,,,
2019-10-22,69.79,70.5,62.75,62.94,3571299,0.0,65.60800000000002,,,,,
2019-10-23,62.42,64.37,62.41,63.46,1466713,0.0,64.936,,,,,
2019-10-24,63.72,65.27,63.62,65.07,1233544,0.0,64.75000000000001,,,,,
2019-10-25,64.81,65.38,64.46,65.11,675800,0.0,64.65,,,,,
2019-10-28,65.18,66.0,65.18,65.89,793135,0.0,64.494,,,,,
2019-10-29,65.97,66.565,65.8,65.96,890243,0.0,65.098,,,,,
2019-10-30,66.16,66.99,65.52,66.94,1047198,0.0,65.79400000000001,,55.375096674400616,,,
2019-10-31,66.71,67.0,64.91,65.34,1175501,0.0,65.84800000000001,,48.86345739933857,,,
2019-11-01,65.69,66.42,65.22,65.47,2250414,0.0,65.92,,49.3842556508184,,,
2019-11-04,66.08,66.915,65.61,66.865,2108565,0.0,66.11500000000001,,54.71412384431857,,,
2019-11-05,67.14,67.63,66.55,67.21,1727822,0.0,66.36500000000001,,55.94953331381614,,,
2019-11-06,67.17,67.21,66.55,67.15,856431,0.0,66.40700000000001,,55.6651211616159,,,
2019-11-07,67.37,68.2,66.5,66.87,978144,0.0,66.71300000000001,,54.27845903412106,,,
2019-11-08,66.49,67.28,66.25,67.09,667715,0.0,67.037,,55.2222995477212,,,
2019-11-11,66.76,67.705,66.46,67.46,733672,0.0,67.156,,56.83614415763683,,,
2019-11-12,67.24,68.25,67.23,67.59,772109,0.0,67.232,,57.41686032875122,,,
2019-11-13,67.22,67.78,66.83,67.21,700848,0.0,67.244,,55.083972450037784,,,
2019-11-14,66.8,67.37,66.75,67.18,778236,0.0,67.30600000000001,,54.894343620726566,0.6856747307914333,,
2019-11-15,67.52,67.58,66.7,67.47,1136358,0.0,67.38199999999999,,56.454901272930215,0.680591745690478,,
2019-11-18,67.61,67.74,66.97,67.21,885081,0.0,67.332,,54.62999727423946,0.6481125779254597,,
2019-11-19,67.5,68.6,67.3755,68.49,1177725,0.0,67.51199999999999,,61.267897863288624,0.7173883002984383,,
2019-11-20,68.28,68.945,67.5,67.71,1269085,0.0,67.612,,55.900689904303164,0.7012665636926698,,
2019-11-21,67.7,67.98,66.905,67.18,1111057,0.0,67.612,,52.53313480237293,0.6383647294437935,,
2019-11-22,67.51,67.82,66.58,67.195,1246723,0.0,67.55699999999999,,52.62012924048453,0.5830044350386316,,
2019-11-25,67.25,68.325,67.25,68.17,980558,0.0,67.749,,58.00743230243106,0.6107648375982535,,
2019-11-26,68.38,69.685,68.35,69.54,1268222,0.0,67.959,,64.1719771083252,0.734841906981444,0.6666677586067336,0.06817414837471047
2019-11-27,69.68,70.96,69.5301,70.92,1133284,0.0,68.60100000000001,,69.09371606245182,0.9337644894670518,0.7200871047787973,0.21367738468825448
2019-11-29,70.64,70.96,70.0875,70.2886,731234,0.0,69.22272000000001,,64.71345028865605,1.0286062336997475,0.7817909305629874,0.24681530313676003
2019-12-02,69.9,70.205,67.3042,67.5,1559582,0.0,69.28372000000002,,49.72111995739333,0.8687380135550029,0.7991803471613905,0.06955766639361238
2019-12-03,66.5,66.62,64.75,65.23,2310299,0.0,68.69572000000002,,41.32768091979728,0.5525023651389631,0.7498447507569052,-0.19734238561794204
2019-12-04,65.71,66.215,65.16,65.92,1313900,0.0,67.97172000000002,,44.40010343173952,0.3534858045265423,0.6705729615108326,-0.31708715698429024
