Date,Open,High,Low,Close,Volume,OpenInterest,5 day sma,200 day sma,rsi,macd,signal,histogram
2019-10-10,85.91,86.0658,85.38,85.97,6646120,0.0,,,,,,
2019-10-11,87.02,87.25,86.26,86.35,9927953,0.0,,,,,,
2019-10-14,86.5,87.68,86.4,86.62,8530055,0.0,,,,,,
2019-10-15,87.0,87.25,85.76,86.42,8197041,0.0,,,,,,
2019-10-16,86.53,86.83,86.045,86.75,6382355,0.0,86.422,,,,,
2019-10-17,86.88,87.02,86.16,86.29,7654172,0.0,86.48599999999999,,,,,
2019-10-18,86.35,86.75,85.52,86.0,8658491,0.0,86.41599999999998,,,,,
2019-10-21,86.031,86.24,85.0801,85.35,3458371,0.0,86.16199999999999,,,,,
2019-10-22,85.23,85.35,83.39,83.43,5064131,0.0,85.564,,,,,
2019-10-23,84.31,84.41,82.1262,82.74,5871014,0.0,84.762,,,,,
2019-10-24,82.8,83.53,82.6605,83.19,3765361,0.0,84.142,,,,,
2019-10-25,83.21,83.565,82.63,83.34,4613488,0.0,83.60999999999999,,,,,
2019-10-28,84.47,84.98,83.36,83.6,5652435,0.0,83.25999999999999,,,,,
2019-10-29,83.81,84.63,83.64,84.1,4966035,0.0,83.39399999999999,,,,,
2019-10-30,84.61,84.7,83.32,84.25,7578674,0.0,83.696,,37.164179104477654,,,
2019-10-31,86.71,87.22,83.28,84.56,10940651,0.0,83.97,,40.146544181977305,,,
2019-11-01,84.79,85.31,82.61,83.25,9975836,0.0,83.952,,33.015330547638214,,,
2019-11-04,83.3,83.435,81.9,82.39,7099736,0.0,83.71,,29.33178825856652,,,
2019-11-05,82.34,82.34,81.0301,81.88,6364014,0.0,83.26599999999999,,27.380808823579372,,,
2019-11-06,81.99,83.37,81.99,83.0,5554151,0.0,83.01599999999999,,37.25154839789145,,,
2019-11-07,83.06,83.29,81.84,81.95,6065840,0.0,82.49399999999999,,32.75634194811667,,,
2019-11-08,82.19,82.64,81.45,81.77,6303969,0.0,82.19799999999998,,32.04250397129266,,,
2019-11-11,81.75,82.5312,81.37,82.44,5157663,0.0,82.20799999999998,,37.50205548419459,,,
2019-11-12,82.69,83.976,82.605,83.32,7762993,0.0,82.49599999999998,,43.87932851938719,,,
2019-11-13,83.29,84.29,83.2,83.96,6337808,0.0,82.68799999999997,,48.032528548470424,,,
2019-11-14,84.1,84.52,83.8,84.37,4762329,0.0,83.17199999999998,,50.55690546517516,-0.7227635275470448,,
2019-11-15,84.68,84.94,83.57,84.22,6971909,0.0,83.66199999999999,,49.60747787690945,-0.6041135173918804,,
2019-11-18,83.92,84.11,83.2505,84.02,5619366,0.0,83.97799999999998,,48.30492256575136,-0.5202240391518842,,
2019-11-19,84.06,84.28,83.5708,83.66,5085630,0.0,84.04599999999999,,45.965348634265645,-0.47728813410172677,,
2019-11-20,83.54,84.49,82.98,83.6,5139901,0.0,83.97399999999999,,45.569207182254644,-0.4429960360242262,,
2019-11-21,83.75,84.04,81.762,82.28,7360328,0.0,83.556,,37.842315901741024,-0.5163797650401563,,
2019-11-22,82.69,83.39,82.66,83.0,5121225,0.0,83.31199999999998,,43.47266223233002,-0.5105535725023316,,
2019-11-25,83.16,84.0,82.93,83.77,4627371,0.0,83.26199999999999,,48.81271214238844,-0.43874611598405977,,
2019-11-26,84.33,84.65,84.03,84.55,4880560,0.0,83.43999999999998,,53.595044004102064,-0.3152645347690566,-0.5053699158347074,0.19010538106565078
2019-11-27,84.85,85.81,84.42,85.74,5954223,0.0,83.86799999999998,,59.770379641428384,-0.11999817302205429,-0.42829556727217677,0.3082973942501225
2019-11-29,85.91,86.73,85.25,85.44,3484723,0.0,84.49999999999997,,57.68623723565076,0.010424169349789736,-0.3405516199477835,0.3509757892975732
2019-12-02,85.49,85.52,83.82,84.58,5540041,0.0,84.81599999999997,,52.079967836918705,0.043884133665599734,-0.26366446922510683,0.30754860289070657
2019-12-03,84.03,85.0,83.8213,84.83,4984236,0.0,85.02799999999998,,53.49487772877131,0.08954212127866867,-0.19302315112435173,0.28256527240302043
2019-12-04,85.13,85.54,84.7048,85.4,5337286,0.0,85.19799999999996,,56.63853477661045,0.16976371133132773,-0.12046577863321584,0.29022948996454356
2019-12-05,85.44,85.4826,84.32,84.46,4479138,0.0,84.94199999999996,,50.56773944331748,0.15569500027477545,-0.06523362285161757,0.22092862312639303
2019-12-06,85.03,86.53,85.03,86.33,7692978,0.0,85.11999999999996,,59.799135960563184,0.2920719930336304,0.0062275003254320255,0.2858444927081984
2019-12-09,86.31,86.63,85.96,86.29,6107339,0.0,85.46199999999996,,59.54298816162564,0.39240072533148407,0.08346214532664244,0.30893858000484165
2019-12-10,86.5,87.465,85.91,86.06,6690208,0.0,85.70799999999998,,58.00444555570415,0.44818647598842176,0.15640701145899832,0.29177946452942344
2019-12-11,86.26,86.8699,85.85,86.59,4221626,0.0,85.94599999999998,,60.535044025610354,0.529064924782432,0.23093859412368506,0.2981263306587469
2019-12-12,88.0,88.8868,87.54,88.22,9706628,0.0,86.698,,67.1010134957678,0.7164304909340871,0.3280369734857655,0.38839351744832157
2019-12-13,88.02,88.7897,87.58,88.685,6190513,0.0,87.169,,68.70082970705971,0.8921564417260157,0.44086086713381556,0.45129557459220015
2019-12-16,89.18,89.3,88.43,88.76,4934774,0.0,87.663,,68.96298612743963,1.0256493497057164,0.5578185636481958,0.4678307860575206
2019-12-17,88.87,88.97,87.47,88.15,6431273,0.0,88.081,,64.24941458472264,1.069888530035044,0.6602325569255655,0.40965597310947854
2019-12-18,88.39,88.85,87.815,87.99,4785581,0.0,88.36099999999999,,63.032463404560865,1.0795928618596093,0.7441046179123744,0.335488243947235
2019-12-19,87.83,88.585,87.63,88.49,4300508,0.0,88.41499999999999,,65.24771017384109,1.1147789581682161,0.8182394859635427,0.29653947220467347
2019-12-20,88.785,89.0,87.89,88.47,9248953,0.0,88.37199999999999,,65.07971688592814,1.128046937234302,0.8802009762176947,0.24784596101660739
2019-12-23,88.62,88.85,88.175,88.22,3568450,0.0,88.26399999999998,,62.89965115449969,1.1056438218332545,0.9252895453408068,0.18035427649244773
2019-12-24,88.2,88.5977,88.0,88.52,1655393,0.0,88.338,,64.43909097699682,1.099423217780199,0.9601162798286853,0.13930693795151372
2019-12-26,88.73,88.76,87.79,88.08,3769618,0.0,88.356,,60.47557309990155,1.0469207705274783,0.977477177968444,0.06944359255903432
2019-12-27,88.11,88.46,87.69,88.13,3588730,0.0,88.28399999999999,,60.770858673287826,0.9978442574887083,0.9815505938724969,0.01629366361621143
2019-12-30,88.01,88.2,87.06,87.43,3818008,0.0,88.07599999999998,,54.61865928246322,0.892182097615148,0.9636768946210271,-0.07149479700587913
2019-12-31,87.44,87.99,87.31,87.92,3003306,0.0,88.01599999999996,,57.836430229346206,0.8383193558610458,0.9386053868690309,-0.10028603100798517
2020-01-02,88.12,89.35,88.05,89.35,5226291,0.0,88.18199999999997,,65.52009639502441,0.900639779206287,0.9310122653364822,-0.030372486130195164
2020-01-03,88.66,89.1,88.1,88.83,3882007,0.0,88.33199999999998,,61.155738859367155,0.8977211390442221,0.9243540400780301,-0.026632901033808
2020-01-06,88.11,88.41,87.47,88.13,4466353,0.0,88.332,,55.77022022407413,0.829363558985122,0.9053559438594486,-0.07599238487432658
2020-01-07,87.96,88.03,87.13,87.87,4263417,0.0,88.41999999999999,,53.87256225529986,0.7456148730814363,0.8734077297038463,-0.12779285662241002
2020-01-08,87.94,89.35,87.78,88.89,5883979,0.0,88.614,,59.670224263312534,0.752870291554828,0.8493002420740426,-0.09642995051921466
2020-01-09,90.25,91.16,90.07,90.51,8012285,0.0,88.846,,66.806155320931,0.8792057870362129,0.8552813510664767,0.023924435969736146
2020-01-10,90.59,90.89,89.63,90.16,6302801,0.0,89.112,,64.16460974090427,0.940246921250548,0.8722744651032911,0.06797245614725689
2020-01-13,90.62,91.715,90.21,91.08,6108631,0.0,89.702,,67.7718978322035,1.0507464204640655,0.907968856175446,0.14277756428861954
2020-01-14,91.19,91.44,90.86,90.99,5084193,0.0,90.326,,67.06072314991312,1.1181662968226505,0.950008344304887,0.16815795251776344
2020-01-15,91.0,92.06,91.0,91.55,5393171,0.0,90.85799999999999,,69.22473037953546,1.20291786608567,1.0005902486610436,0.20232761742462646
2020-01-16,91.99,92.61,91.63,92.59,3823018,0.0,91.274,,72.79879780501463,1.3385731654673947,1.0681868320223138,0.2703863334450809
2020-01-17,92.93,93.75,92.8099,93.61,5873565,0.0,91.96400000000001,,75.77081426174028,1.5109689337525936,1.1567432523683698,0.3542256813842237
2020-01-21,92.83,93.595,92.19,92.54,11264883,0.0,92.256,,67.44577739741891,1.5434616988335534,1.2340869416614066,0.3093747571721468
2020-01-22,93.14,93.75,92.47,92.52,9134605,0.0,92.56200000000001,,67.29694056004675,1.5497342447080058,1.2972164022707267,0.25251784243727915
2020-01-23,91.92,93.85,90.74,93.74,9661706,0.0,93.00000000000001,,71.43756145745893,1.6343097807098275,1.3646350779585468,0.2696747027512807
2020-01-24,94.0,94.13,91.34,92.03,14213060,0.0,92.888,,59.975296290515516,1.5455377957459007,1.4008156215160175,0.1447221742298832
2020-01-27,88.63,89.45,87.55,88.73,9591188,0.0,91.912,,44.97713213039305,1.1951262656944408,1.3596777503517021,-0.16455148465726133
