Date,Open,High,Low,Close,Volume,OpenInterest,rsi,stoc k,stoc d,macd,signal,histogram
2020-04-01,92.93,93.01,92.6,92.6,3267,0.0,,,,,,
2020-04-02,92.63,92.63,92.36,92.36,1141,0.0,,,,,,
2020-04-03,92.28,92.28,91.62,91.62,1614,0.0,,,,,,
2020-04-04,91.46,91.46,91.21,91.21,1411,0.0,,,,,,
2020-04-05,91.11,91.285,91.11,91.285,1165,0.0,,,,,,
2020-04-06,91.315,91.315,90.93,90.93,2176,0.0,,,,,,
2020-04-07,90.88,90.88,90.64,90.64,200,0.0,,,,,,
2020-04-08,90.38,90.38,90.12,90.33,1650,0.0,,,,,,
2020-04-09,90.36,90.64,90.36,90.44,6050,0.0,,,,,,
2020-04-10,90.475,90.49,90.175,90.18,1098,0.0,,,,,,
2020-04-11,90.07,90.07,89.73,89.755,1371,0.0,,,,,,
2020-04-12,89.7,90.015,89.66,90.005,1442,0.0,,,,,,
2020-04-13,90.045,90.27,89.96,90.165,4199,0.0,,,,,,
2020-04-14,90.17,90.44,90.09,90.27,1512,0.0,,,,,,
2020-04-15,90.35,90.365,90.12,90.32,2610,0.0,19.841269841269835,,,,,
2020-04-16,90.28,90.345,90.125,90.245,1963,0.0,19.426180514046678,20.919807240304024,,,,
2020-04-17,90.06,90.31,90.01,90.14,2457,0.0,18.832181858702953,23.739044387899487,,,,
2020-04-18,90.18,90.3,89.87,90.27,6391,0.0,22.011734642892762,28.617638994590788,24.425496874264766,,,
2020-04-19,90.22,90.495,90.13,90.38,2831,0.0,24.699635596434987,35.67640147700574,29.344361619832004,,,
2020-04-20,90.34,90.34,89.76,89.76,3161,0.0,20.426378166815724,29.519753025275467,31.271264498957333,,,
2020-04-21,89.8,89.995,89.5,89.755,8956,0.0,20.395732377374557,24.689891362053856,29.962015288111687,,,
2020-04-22,89.66,89.66,89.36,89.465,1877,0.0,18.648185983874782,12.922755788035863,22.377466725121725,,,
2020-04-23,89.53,89.53,89.11,89.41,3117,0.0,18.327454978449524,17.410731957375255,18.34112636915499,,,
2020-04-24,89.435,89.7,89.32,89.7,1356,0.0,25.594066076409447,24.15435093261134,18.162612892674147,,,
2020-04-25,89.69,89.785,89.525,89.78,966,0.0,27.510129262006814,37.54512635379053,26.370069747925708,,,
2020-04-26,89.79,89.79,89.66,89.725,525,0.0,26.99543425142282,45.12635379061356,35.60861035900515,-0.4956108501427252,,
2020-04-27,89.915,89.915,89.66,89.8,1943,0.0,28.94761158418129,47.53309265944614,43.40152426795007,-0.46826944825794214,,
2020-04-28,89.82,89.905,89.755,89.88,2824,0.0,31.065103583467078,49.939831528278724,47.53309265944614,-0.43512995164444135,,
2020-04-29,89.895,89.895,89.535,89.62,2800,0.0,28.130872316008947,47.41275571600462,48.295226634576494,-0.42494795342423686,,
2020-04-30,89.575,89.62,89.57,89.57,700,0.0,27.59114719490161,41.87725631768925,46.409947853990865,-0.4161164966599671,,
2020-05-01,89.66,89.885,89.66,89.8,4335,0.0,33.87594653761957,39.95186522262312,43.08062575210567,-0.38610761746676303,,
2020-05-02,89.765,89.82,89.63,89.815,3833,0.0,34.276599062819514,44.645006016846764,42.15804251905305,-0.35699971932432106,,
2020-05-03,89.81,89.81,89.555,89.555,1652,0.0,30.79372756344239,45.63362781642252,43.410166351964136,-0.3508667538927881,,
2020-05-04,89.545,89.73,89.545,89.68,1100,0.0,34.25263868692029,50.496056175149256,46.924896669472844,-0.3320917324989523,-0.4073489470346819,0.07525721453572959
2020-05-05,89.495,89.62,89.495,89.62,1025,0.0,33.38998576130055,54.64655957223888,50.25874785460355,-0.31838376152089154,-0.38955590993192385,0.07117214841103231
2020-05-06,89.63,89.83,89.61,89.61,1037,0.0,33.23972936170435,63.290872723444586,56.144496156944236,-0.304813314042093,-0.3726073907539577,0.06779407671186471
2020-05-07,89.71,89.71,89.6,89.63,584,0.0,33.88058531593208,59.18889294848335,59.04210841472227,-0.28911209947561645,-0.35590833249828946,0.06679623302267301
2020-05-08,89.765,90.04,89.765,90.0,783,0.0,44.49571407937948,68.95773067902788,63.81249878365193,-0.24400018379562027,-0.33352670275775564,0.08952651896213537
2020-05-09,89.98,89.98,89.76,89.775,1500,0.0,40.26256835807891,65.379179194613,64.50860094070806,-0.22382417938769095,-0.3115861980837427,0.08776201869605177
2020-05-10,89.715,89.72,89.52,89.63,3291,0.0,37.7688415730125,56.269113149846135,63.535341007829,-0.21703301719470858,-0.2926755619059359,0.07564254471122733
2020-05-11,89.665,89.73,89.56,89.69,2508,0.0,39.440312967542525,37.30886850152801,52.985720281995704,-0.20445267055127658,-0.27503098363500406,0.07057831308372747
2020-05-12,89.63,89.63,89.5,89.53,2796,0.0,36.61598455535279,22.32415902140546,38.63404689092652,-0.2050298614083914,-0.26103075918968155,0.05600089778129014
2020-05-13,89.45,89.56,89.31,89.51,3546,0.0,36.26638265999698,23.19969837878537,27.610908633906263,-0.2047409954256949,-0.2497728064368842,0.045031811011189304
2020-05-14,89.51,89.735,89.46,89.55,8773,0.0,37.55062167815029,22.231996983787422,22.5852847946594,-0.19899056201559517,-0.23961635755262642,0.040625795537031245
2020-05-15,89.39,89.62,89.39,89.4,500,0.0,34.72487073651669,24.20091324200904,23.210869534860592,-0.2041833499476695,-0.23252975603163506,0.028346406083965547
2020-05-16,89.4,89.53,89.4,89.46,700,0.0,36.774401188593636,21.917808219177484,22.7835728149913,-0.20113857297198479,-0.226251519419705,0.02511294644772022
2020-05-17,89.54,89.57,89.43,89.51,800,0.0,38.507146446911314,20.091324200913018,22.07001522069983,-0.19247228248707415,-0.21949567203317885,0.027023389546104698
2020-05-18,89.46,89.58,89.46,89.57,500,0.0,40.61052379332024,27.853881278537973,23.28767123287614,-0.17870271264862936,-0.21133708015626895,0.032634367507639594
2020-05-19,89.57,89.57,89.47,89.47,600,0.0,38.26149717328816,28.310502283104412,25.418569254185115,-0.17385529795868138,-0.20384072371675144,0.02998542575807006
